Input,Time
1281,23.551
1282,17.44
1283,12.189
1284,13.296
1285,13.697
1286,12.243
1287,12.378
1288,9.966
1289,13.254
1290,12.17
1291,10.255
1292,11.966
1293,12.902
1294,11.952
1295,15.69
1296,12.431
1297,14.594
1298,13.004
1299,15.236
1300,13.64
1301,11.749
1302,12.133
1303,12.348
1304,12.555
1305,13.678
1306,13.929
1307,8.952
1308,11.913
1309,12.242
1310,11.536
1311,12.285
1312,12.95
1313,12.274
1314,12.523
1315,12.346
1316,10.248
1317,11.696
1318,13.849
1319,13.675
1320,13.707
1321,20.912
1322,16.836
1323,16.3
1324,16.102
1325,13.083
1326,12.597
1327,14.137
1328,12.478
1329,9.236
1330,13.204
1331,13.194
1332,14.425
1333,13.483
1334,16.777
1335,13.126
1336,14.753
1337,18.995
1338,13.968
1339,14.885
1340,13.183
1341,14.288
1342,14.381
1343,12.33
1344,10.648
1345,12.713
1346,12.893
1347,13.787
1348,9.662
1349,13.521
1350,12.848
1351,13.721
1352,12.414
1353,10.878
1354,13.77
1355,14.12
1356,13.279
1357,14.533
1358,26.037
1359,25.453
1360,30.395
1361,24.223
1362,20.723
1363,19.699
1364,14.663
1365,16.923
1366,10.872
1367,15.323
1368,14.75
1369,13.877
1370,14.138
1371,14.8
1372,19.859
1373,14.131
1374,21.05
1375,13.995
1376,13.145
1377,14.214
1378,12.642
1379,13.586
1380,12.125
1381,12.587
1382,13.405
1383,12.405
1384,12.254
1385,13.949
1386,11.259
1387,12.428
1388,10.832
1389,12.595
1390,14.132
1391,13.072
1392,14.39
1393,13.455
1394,14.014
1395,14.702
1396,14.916
1397,13.078
1398,15.142
1399,15.966
1400,12.975
1401,17.968
1402,25.451
1403,16.574
1404,15.428
1405,14.414
1406,15.741
1407,15.177
1408,16.257
1409,13.557
1410,15.34
1411,13.643
1412,14.744
1413,14.932
1414,12.783
1415,14.777
1416,14.952
1417,15.773
1418,15.712
1419,13.471
1420,15.263
1421,12.056
1422,15.99
1423,13.256
1424,18.132
1425,24.986
1426,13.841
1427,14.196
1428,14.101
1429,15.319
1430,14.922
1431,13.942
1432,13.049
1433,13.881
1434,13.471
1435,14.097
1436,15.801
1437,12.636
1438,14.842
1439,16.796
1440,14.292
1441,13.684
1442,14.363
1443,14.264
1444,15.892
1445,14.742
1446,14.972
1447,14.065
1448,14.07
1449,13.882
1450,15.908
1451,15.52
1452,13.942
1453,14.516
1454,15.664
1455,16.985
1456,15.676
1457,14.98
1458,17.537
1459,15.123
1460,14.093
1461,14.309
1462,14.726
1463,15.986
1464,12.468
1465,15.461
1466,14.514
1467,14.414
1468,14.004
1469,14.864
1470,16.989
1471,17.841
1472,16.768
1473,14.673
1474,14.265
1475,14.56
1476,20.849
1477,13.414
1478,13.712
1479,13.568
1480,15.296
1481,13.405
1482,15.724
1483,13.71
1484,14.358
1485,17.31
1486,21.828
1487,20.571
1488,15.866
1489,16.076
1490,14.341
1491,18.687
1492,15.298
1493,16.268
1494,13.774
1495,14.722
1496,14.453
1497,12.5
1498,28.095
1499,17.976
1500,15.88
1501,16.087
1502,15.338
1503,14.788
1504,15.892
1505,14.451
1506,15.668
1507,15.692
1508,16.778
1509,14.458
1510,16.329
1511,16.327
1512,15.622
1513,17.84
1514,15.258
1515,16.091
1516,14.85
1517,15.696
1518,17.246
1519,14.722
1520,16.052
1521,26.632
1522,22.79
1523,16.458
1524,16.977
1525,15.114
1526,16.353
1527,14.713
1528,15.462
1529,14.886
1530,15.31
1531,15.606
1532,14.197
1533,16.226
1534,21.122
1535,16.483
1536,16.689
1537,18.365
1538,16.979
1539,18.836
1540,20.873
1541,18.621
1542,17.557
1543,17.101
1544,23.484
1545,18.321
1546,17.122
1547,27.633
1548,17.004
1549,16.242
1550,17.494
1551,17.662
1552,17.131
1553,21.559
1554,21.49
1555,30.59
1556,19.265
1557,17.953
1558,18.963
1559,17.262
1560,18.558
1561,17.066
1562,20.224
1563,16.498
1564,17.006
1565,15.894
1566,16.311
1567,16.918
1568,19.42
1569,18.519
1570,16.424
1571,20.145
1572,19.686
1573,16.681
1574,18.841
1575,16.33
1576,16.607
1577,15.86
1578,16.185
1579,16.333
1580,16.069
1581,14.89
1582,15.1
1583,16.096
1584,17.95
1585,15.393
1586,15.204
1587,20.243
1588,25.889
1589,19.382
1590,16.716
1591,15.918
1592,16.368
1593,14.835
1594,17.038
1595,17.631
1596,16.623
1597,15.73
1598,16.38
1599,15.692
1600,16.419
1601,15.813
1602,20.839
1603,15.895
1604,18.878
1605,19.399
1606,16.47
1607,16.52
1608,17.007
1609,17.694
1610,17.218
1611,17.193
1612,16.254
1613,16.691
1614,20.407
1615,15.963
1616,16.519
1617,19.981
1618,16.249
1619,19.483
1620,24.774
1621,21.664
1622,19.607
1623,17.792
1624,18.299
1625,19.959
1626,18.097
1627,17.352
1628,17.374
1629,17.233
1630,18.602
1631,16.678
1632,17.064
1633,15.788
1634,27.203
1635,16.662
1636,18.822
1637,16.158
1638,16.427
1639,16.188
1640,24.95
1641,17.511
1642,18.388
1643,17.561
1644,16.082
1645,16.624
1646,15.797
1647,20.352
1648,18.746
1649,16.562
1650,17.027
1651,22.258
1652,20.267
1653,19.448
1654,19.508
1655,19.148
1656,20.461
1657,17.047
1658,18.323
1659,16.508
1660,20.358
1661,16.319
1662,18.255
1663,17.144
1664,16.334
1665,48.783
1666,26.352
1667,17.478
1668,18.691
1669,29.962
1670,28.829
1671,20.591
1672,17.749
1673,17.551
1674,18.277
1675,16.409
1676,15.158
