Input,Time
1766,43.13
1767,44.488
1768,43.015
1769,42.279
1770,60.718
1771,89.105
1772,65.362
1773,58.34
1774,57.095
1775,50.108
1776,48.569
1777,47.66
1778,49.471
1779,47.084
1780,45.77
1781,51.368
1782,45.276
1783,46.671
1784,44.947
1785,49.045
1786,47.797
1787,57.391
1788,50.396
1789,61.801
1790,49.806
1791,45.383
1792,48.496
1793,47.929
1794,46.525
1795,51.734
1796,51.776
1797,57.82
1798,55.299
1799,48.912
1800,46.807
1801,52.849
1802,47.91
1803,48.766
1804,48.132
1805,59.092
1806,54.63
1807,55.796
1808,50.544
1809,47.549
1810,47.366
1811,48.08
1812,47.299
1813,45.784
1814,46.466
1815,59.86
1816,90.771
1817,70.609
1818,75.316
1819,52.468
1820,63.529
1821,54.636
1822,62.673
1823,55.026
1824,56.583
1825,50.369
1826,48.432
1827,49.414
1828,49.727
1829,47.939
1830,46.537
1831,48.08
1832,47.121
1833,45.273
1834,52.115
1835,54.868
1836,59.795
1837,50.604
1838,49.7
1839,48.57
1840,49.53
1841,49.616
1842,50.225
1843,49.946
1844,67.561
1845,56.621
1846,53.702
1847,51.506
1848,50.371
1849,52.496
1850,51.924
1851,54.614
1852,61.285
1853,49.345
1854,51.035
1855,49.037
1856,51.6
1857,48.371
1858,48.077
1859,46.245
1860,47.028
1861,59.755
1862,83.583
1863,83.189
1864,69.603
1865,62.117
1866,60.415
1867,57.111
1868,72.512
1869,56.437
1870,55.328
1871,52.723
1872,50.926
1873,51.723
1874,50.633
1875,49.084
1876,50.797
1877,46.236
1878,51.223
1879,49.776
1880,64.295
1881,51.319
1882,51.778
1883,49.096
1884,50.618
1885,48.752
1886,58.259
1887,60.591
1888,57.896
1889,67.81
1890,55.759
1891,55.268
1892,52.605
1893,52.683
1894,51.092
1895,54.952
1896,57.171
1897,53.053
1898,51.291
1899,52.584
1900,50.666
1901,51.702
1902,52.165
1903,50.305
1904,48.981
1905,55.884
1906,86.839
1907,88.363
1908,61.3
1909,65.157
1910,56.628
1911,58.61
1912,63.176
1913,61.037
1914,60.43
1915,51.425
1916,50.828
1917,53.237
1918,48.955
1919,50.677
1920,52.781
1921,53.04
1922,59.723
1923,69.096
1924,57.736
1925,56.321
1926,54.167
1927,53.783
1928,51.146
1929,64.674
1930,58.088
1931,65.82
1932,58.76
1933,55.456
1934,53.97
1935,52.729
1936,55.736
1937,54.858
1938,57.993
1939,55.966
1940,55.333
1941,53.452
1942,52.619
1943,52.327
1944,53.006
1945,51.834
1946,53.693
1947,70.171
1948,93.012
1949,87.039
1950,78.205
1951,75.393
1952,69.25
1953,61.182
1954,65.304
1955,57.738
1956,56.291
1957,53.55
1958,55.891
1959,53.17
1960,57.17
1961,53.669
1962,64.072
1963,62.805
1964,58.256
1965,55.013
1966,58.89
1967,54.985
1968,53.584
1969,65.387
1970,118.381
1971,63.132
1972,59.001
1973,55.436
1974,57.96
1975,57.505
1976,63.797
1977,72.453
1978,62.01
1979,56.839
1980,56.252
1981,57.295
1982,53.887
1983,54.9
1984,55.718
1985,53.959
1986,120.906
1987,88.3
1988,81.858
1989,67.054
1990,58.111
1991,66.338
1992,60.459
1993,57.831
1994,55.288
1995,54.615
1996,55.812
1997,55.103
1998,53.687
1999,53.445
2000,56.422
2001,57.715
2002,66.439
2003,57.352
2004,57.928
2005,56.272
2006,55.332
2007,56.55
2008,59.38
2009,60.165
2010,66.333
2011,77.582
2012,109.621
2013,75.878
2014,66.658
2015,62.795
2016,58.34
2017,75.416
2018,64.314
2019,71.008
2020,61.653
2021,58.9
2022,57.95
2023,54.437
2024,70.748
2025,109.646
2026,81.05
2027,71.043
2028,73.361
2029,64.43
2030,70.05
2031,62.654
2032,62.424
2033,60.065
2034,56.901
2035,54.262
2036,55.59
2037,57.719
2038,58.675
2039,60.699
2040,59.394
2041,66.946
2042,117.417
2043,88.722
2044,77.055
2045,65.846
2046,63.125
2047,63.011
2048,63.497
2049,63.135
2050,59.217
2051,58.079
2052,57.998
2053,56.997
2054,57.008
2055,57.126
2056,59.382
2057,58.99
2058,77.216
2059,65.25
2060,61.597
2061,58.452
2062,60.154
2063,68.248
2064,103.441
2065,76.99
2066,93.367
2067,70.901
2068,68.564
2069,71.268
2070,64.893
2071,61.184
2072,61.719
2073,58.996
2074,59.823
2075,56.892
2076,57.448
2077,69.176
2078,59.326
2079,70.439
2080,81.63
2081,100.434
2082,90.676
2083,77.732
2084,68.778
2085,68.175
2086,64.876
2087,68.347
2088,68.472
2089,66.585
2090,63.541
2091,59.547
2092,62.259
2093,58.21
2094,61.002
2095,106.179
2096,91.356
2097,97.205
2098,67.877
2099,65.723
2100,66.463
2101,64.791
2102,62.434
2103,60.406
2104,62.802
2105,59.317
2106,60.684
2107,62.261
2108,61.309
2109,67.785
2110,74.932
2111,66.347
2112,64.48
2113,65.236
2114,59.81
2115,64.575
2116,66.014
2117,71.535
2118,86.293
2119,108.193
2120,77.39
2121,74.674
2122,67.368
2123,61.78
2124,72.633
2125,65.212
2126,63.73
2127,63.302
2128,62.492
2129,66.588
2130,124.602
2131,99.276
2132,80.289
2133,70.986
2134,74.417
2135,75.593
2136,65.283
2137,67.016
2138,64.925
2139,63.283
